＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 記載されているオプション商品の「理論価格」は，当該取引日の16時までの間，J-NET取引の値幅を計算する際に用いる理論価格をいいます。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
236074661,PUT_4661_1512_7000,PUT,201512,7000,104.5,104.4,,32.5975,0.1082,15,
236064661,PUT_4661_1512_7500,PUT,201512,7500,381,380.7,,32.5975,0.1082,15,
236014661,PUT_4661_1512_8000,PUT,201512,8000,813.5,813.4,,32.5975,0.1082,15,
236024661,PUT_4661_1512_8500,PUT,201512,8500,1303,1302.6,,32.5975,0.1082,15,
236034661,PUT_4661_1512_9000,PUT,201512,9000,1802,1801.6,,32.5975,0.1082,15,
236044661,PUT_4661_1512_9500,PUT,201512,9500,2302,2301.6,,32.5975,0.1082,15,
236054661,PUT_4661_1512_10000,PUT,201512,10000,2802,2801.6,,32.5975,0.1082,15,
237064661,PUT_4661_1601_6000,PUT,201601,6000,16,16,,32.5975,0.13,43,
237014661,PUT_4661_1601_6500,PUT,201601,6500,75,75,,32.5975,0.13,43,
237024661,PUT_4661_1601_7000,PUT,201601,7000,227.5,227,,32.5975,0.13,43,
237034661,PUT_4661_1601_7500,PUT,201601,7500,500,499.9,,32.5975,0.13,43,
237044661,PUT_4661_1601_8000,PUT,201601,8000,879.5,879.5,,32.5975,0.13,43,
237054661,PUT_4661_1601_8500,PUT,201601,8500,1328,1327.2,,32.5975,0.13,43,
239104661,PUT_4661_1603_5000,PUT,201603,5000,7.3,7.2,,32.5975,0.2573,106,
239094661,PUT_4661_1603_5500,PUT,201603,5500,29.8,29.7,,32.5975,0.2573,106,
239084661,PUT_4661_1603_6000,PUT,201603,6000,89,88.7,,32.5975,0.2573,106,
239014661,PUT_4661_1603_6500,PUT,201603,6500,207.5,207.2,,32.5975,0.2573,106,
239024661,PUT_4661_1603_7000,PUT,201603,7000,402,401.6,,32.5975,0.2573,106,
239034661,PUT_4661_1603_7500,PUT,201603,7500,676,675.8,,32.5975,0.2573,106,
239044661,PUT_4661_1603_8000,PUT,201603,8000,1022,1021.4,,32.5975,0.2573,106,
239054661,PUT_4661_1603_8500,PUT,201603,8500,1423,1422.9,,32.5975,0.2573,106,
239064661,PUT_4661_1603_9000,PUT,201603,9000,1865,1864,,32.5975,0.2573,106,
239074661,PUT_4661_1603_9500,PUT,201603,9500,2331,2330.6,,32.5975,0.2573,106,
242064661,PUT_4661_1606_5500,PUT,201606,5500,99,98.8,,32.5975,0.2836,197,
242014661,PUT_4661_1606_6000,PUT,201606,6000,203,202.9,,32.5975,0.2836,197,
242024661,PUT_4661_1606_6500,PUT,201606,6500,363.5,363.1,,32.5975,0.2836,197,
242034661,PUT_4661_1606_7000,PUT,201606,7000,584,583.9,,32.5975,0.2836,197,
242044661,PUT_4661_1606_7500,PUT,201606,7500,864,863.7,,32.5975,0.2836,197,
242054661,PUT_4661_1606_8000,PUT,201606,8000,1197,1196.4,,32.5975,0.2836,197,
242074661,PUT_4661_1606_8500,PUT,201606,8500,1574,1573.4,,32.5975,0.2836,197,
236094676,PUT_4676_1512_1200,PUT,201512,1200,0.1,0.1,,35.332,0.1082,15,
236084676,PUT_4676_1512_1300,PUT,201512,1300,2,1.9,,35.332,0.1082,15,
236074676,PUT_4676_1512_1400,PUT,201512,1400,16.2,16.1,,35.332,0.1082,15,
236064676,PUT_4676_1512_1500,PUT,201512,1500,61.5,61.5,,35.332,0.1082,15,
236014676,PUT_4676_1512_1600,PUT,201512,1600,140,139.8,,35.332,0.1082,15,
236024676,PUT_4676_1512_1700,PUT,201512,1700,235,234.7,,35.332,0.1082,15,
236034676,PUT_4676_1512_1800,PUT,201512,1800,334,334,,35.332,0.1082,15,
236044676,PUT_4676_1512_1900,PUT,201512,1900,434,433.9,,35.332,0.1082,15,
236054676,PUT_4676_1512_2000,PUT,201512,2000,534,533.9,,35.332,0.1082,15,
237014676,PUT_4676_1601_1200,PUT,201601,1200,3.3,3.3,,35.332,0.13,43,
237024676,PUT_4676_1601_1300,PUT,201601,1300,14.2,14.1,,35.332,0.13,43,
237034676,PUT_4676_1601_1400,PUT,201601,1400,41.2,41.1,,35.332,0.13,43,
237044676,PUT_4676_1601_1500,PUT,201601,1500,90,89.8,,35.332,0.13,43,
237054676,PUT_4676_1601_1600,PUT,201601,1600,159.5,159.4,,35.332,0.13,43,
237064676,PUT_4676_1601_1700,PUT,201601,1700,244.5,244,,35.332,0.13,43,
239084676,PUT_4676_1603_1200,PUT,201603,1200,18.9,18.8,,35.332,0.2573,106,
239074676,PUT_4676_1603_1300,PUT,201603,1300,41.8,41.7,,35.332,0.2573,106,
239014676,PUT_4676_1603_1400,PUT,201603,1400,78.5,78.4,,35.332,0.2573,106,
239024676,PUT_4676_1603_1500,PUT,201603,1500,130,129.6,,35.332,0.2573,106,
239034676,PUT_4676_1603_1600,PUT,201603,1600,194.5,194.4,,35.332,0.2573,106,
239044676,PUT_4676_1603_1700,PUT,201603,1700,270.5,270.4,,35.332,0.2573,106,
239054676,PUT_4676_1603_1800,PUT,201603,1800,355,354.9,,35.332,0.2573,106,
239064676,PUT_4676_1603_1900,PUT,201603,1900,445.5,445.3,,35.332,0.2573,106,
242064676,PUT_4676_1606_1200,PUT,201606,1200,46.7,46.6,,35.332,0.2836,197,
242014676,PUT_4676_1606_1300,PUT,201606,1300,80,79.7,,35.332,0.2836,197,
242024676,PUT_4676_1606_1400,PUT,201606,1400,124,124,,35.332,0.2836,197,
242034676,PUT_4676_1606_1500,PUT,201606,1500,179.5,179.2,,35.332,0.2836,197,
242044676,PUT_4676_1606_1600,PUT,201606,1600,244.5,244.3,,35.332,0.2836,197,
242054676,PUT_4676_1606_1700,PUT,201606,1700,318,317.7,,35.332,0.2836,197,
236084689,PUT_4689_1512_400,PUT,201512,400,0.1,0,,32.5754,0.1082,15,
236074689,PUT_4689_1512_425,PUT,201512,425,0.1,0,,32.5754,0.1082,15,
236064689,PUT_4689_1512_450,PUT,201512,450,0.3,0.2,,32.5754,0.1082,15,
236014689,PUT_4689_1512_475,PUT,201512,475,1.8,1.7,,32.5754,0.1082,15,
236024689,PUT_4689_1512_500,PUT,201512,500,7.2,7.2,,32.5754,0.1082,15,
236034689,PUT_4689_1512_550,PUT,201512,550,38,37.9,,32.5754,0.1082,15,
236044689,PUT_4689_1512_600,PUT,201512,600,85.5,85.1,,32.5754,0.1082,15,
236054689,PUT_4689_1512_650,PUT,201512,650,135,135,,32.5754,0.1082,15,
237014689,PUT_4689_1601_425,PUT,201601,425,1,0.9,,32.5754,0.13,43,
237024689,PUT_4689_1601_450,PUT,201601,450,3,3,,32.5754,0.13,43,
237034689,PUT_4689_1601_475,PUT,201601,475,7.6,7.6,,32.5754,0.13,43,
237044689,PUT_4689_1601_500,PUT,201601,500,15.9,15.9,,32.5754,0.13,43,
237054689,PUT_4689_1601_550,PUT,201601,550,45.2,45.2,,32.5754,0.13,43,
237064689,PUT_4689_1601_600,PUT,201601,600,87.5,87.4,,32.5754,0.13,43,
239084689,PUT_4689_1603_400,PUT,201603,400,2.7,2.6,,32.5754,0.2573,106,
239014689,PUT_4689_1603_425,PUT,201603,425,5.7,5.6,,32.5754,0.2573,106,
239024689,PUT_4689_1603_450,PUT,201603,450,10.7,10.6,,32.5754,0.2573,106,
239034689,PUT_4689_1603_475,PUT,201603,475,18.1,18.1,,32.5754,0.2573,106,
239044689,PUT_4689_1603_500,PUT,201603,500,28.4,28.3,,32.5754,0.2573,106,
239054689,PUT_4689_1603_550,PUT,201603,550,57.5,57,,32.5754,0.2573,106,
239064689,PUT_4689_1603_600,PUT,201603,600,95,95,,32.5754,0.2573,106,
239074689,PUT_4689_1603_650,PUT,201603,650,139,138.9,,32.5754,0.2573,106,
242014689,PUT_4689_1606_425,PUT,201606,425,14.9,14.8,,32.5754,0.2836,197,
242024689,PUT_4689_1606_450,PUT,201606,450,22.6,22.6,,32.5754,0.2836,197,
242034689,PUT_4689_1606_475,PUT,201606,475,32.5,32.5,,32.5754,0.2836,197,
242044689,PUT_4689_1606_500,PUT,201606,500,44.6,44.5,,32.5754,0.2836,197,
242054689,PUT_4689_1606_550,PUT,201606,550,75,74.6,,32.5754,0.2836,197,
242064689,PUT_4689_1606_600,PUT,201606,600,112,111.5,,32.5754,0.2836,197,
236064704,PUT_4704_1512_3600,PUT,201512,3600,0.1,0,,33.67,0.1082,15,
236014704,PUT_4704_1512_3800,PUT,201512,3800,0.1,0,,33.67,0.1082,15,
236024704,PUT_4704_1512_4000,PUT,201512,4000,0.1,0,,33.67,0.1082,15,
236034704,PUT_4704_1512_4200,PUT,201512,4200,0.2,0.2,,33.67,0.1082,15,
236044704,PUT_4704_1512_4400,PUT,201512,4400,1.5,1.5,,33.67,0.1082,15,
236054704,PUT_4704_1512_4600,PUT,201512,4600,8.3,8.3,,33.67,0.1082,15,
236074704,PUT_4704_1512_4800,PUT,201512,4800,31.2,31.2,,33.67,0.1082,15,
236084704,PUT_4704_1512_5000,PUT,201512,5000,86,85.9,,33.67,0.1082,15,
236094704,PUT_4704_1512_5500,PUT,201512,5500,407.5,407.3,,33.67,0.1082,15,
236104704,PUT_4704_1512_6000,PUT,201512,6000,881.5,881,,33.67,0.1082,15,
237014704,PUT_4704_1601_4200,PUT,201601,4200,15,14.9,,33.67,0.13,43,
237024704,PUT_4704_1601_4400,PUT,201601,4400,36.2,36.1,,33.67,0.13,43,
237034704,PUT_4704_1601_4600,PUT,201601,4600,75.5,75.2,,33.67,0.13,43,
237044704,PUT_4704_1601_4800,PUT,201601,4800,138.5,138.1,,33.67,0.13,43,
237054704,PUT_4704_1601_5000,PUT,201601,5000,228.5,228.1,,33.67,0.13,43,
237064704,PUT_4704_1601_5500,PUT,201601,5500,566,565.9,,33.67,0.13,43,
237074704,PUT_4704_1601_6000,PUT,201601,6000,1011,1010.9,,33.67,0.13,43,
239014704,PUT_4704_1603_3600,PUT,201603,3600,10.5,10.4,,33.67,0.2573,106,
239024704,PUT_4704_1603_3800,PUT,201603,3800,22.1,22,,33.67,0.2573,106,
239034704,PUT_4704_1603_4000,PUT,201603,4000,42,41.9,,33.67,0.2573,106,
239044704,PUT_4704_1603_4200,PUT,201603,4200,73.5,73.2,,33.67,0.2573,106,
239054704,PUT_4704_1603_4400,PUT,201603,4400,119,118.7,,33.67,0.2573,106,
239064704,PUT_4704_1603_4600,PUT,201603,4600,180.5,180.5,,33.67,0.2573,106,
239074704,PUT_4704_1603_4800,PUT,201603,4800,260.5,260,,33.67,0.2573,106,
239084704,PUT_4704_1603_5000,PUT,201603,5000,358,357.6,,33.67,0.2573,106,
239094704,PUT_4704_1603_5500,PUT,201603,5500,675,674.8,,33.67,0.2573,106,
239104704,PUT_4704_1603_6000,PUT,201603,6000,1075,1074.7,,33.67,0.2573,106,
242014704,PUT_4704_1606_3800,PUT,201606,3800,71,70.9,,33.67,0.2836,197,
242024704,PUT_4704_1606_4000,PUT,201606,4000,108.5,108.2,,33.67,0.2836,197,
242034704,PUT_4704_1606_4200,PUT,201606,4200,157.5,157.3,,33.67,0.2836,197,
242044704,PUT_4704_1606_4400,PUT,201606,4400,219.5,219.3,,33.67,0.2836,197,
242054704,PUT_4704_1606_4600,PUT,201606,4600,295,294.7,,33.67,0.2836,197,
242064704,PUT_4704_1606_4800,PUT,201606,4800,384,383.7,,33.67,0.2836,197,
242074704,PUT_4704_1606_5000,PUT,201606,5000,486.5,486.2,,33.67,0.2836,197,
242084704,PUT_4704_1606_5500,PUT,201606,5500,796.5,796.2,,33.67,0.2836,197,
242094704,PUT_4704_1606_6000,PUT,201606,6000,1171,1170.6,,33.67,0.2836,197,
236084716,PUT_4716_1512_4200,PUT,201512,4200,0.1,0,,36.3352,0.1082,15,
236074716,PUT_4716_1512_4400,PUT,201512,4400,0.1,0,,36.3352,0.1082,15,
236064716,PUT_4716_1512_4600,PUT,201512,4600,0.1,0,,36.3352,0.1082,15,
236014716,PUT_4716_1512_4800,PUT,201512,4800,0.2,0.1,,36.3352,0.1082,15,
236024716,PUT_4716_1512_5000,PUT,201512,5000,0.9,0.8,,36.3352,0.1082,15,
236034716,PUT_4716_1512_5500,PUT,201512,5500,23.6,23.5,,36.3352,0.1082,15,
236044716,PUT_4716_1512_6000,PUT,201512,6000,171.5,171.3,,36.3352,0.1082,15,
236054716,PUT_4716_1512_6500,PUT,201512,6500,524,523.6,,36.3352,0.1082,15,
236094716,PUT_4716_1512_7000,PUT,201512,7000,993.5,993,,36.3352,0.1082,15,
237014716,PUT_4716_1601_4800,PUT,201601,4800,9.5,9.5,,36.3352,0.13,43,
237024716,PUT_4716_1601_5000,PUT,201601,5000,21.2,21.1,,36.3352,0.13,43,
237034716,PUT_4716_1601_5500,PUT,201601,5500,100.5,100.2,,36.3352,0.13,43,
237044716,PUT_4716_1601_6000,PUT,201601,6000,293.5,293.1,,36.3352,0.13,43,
237054716,PUT_4716_1601_6500,PUT,201601,6500,615,614.6,,36.3352,0.13,43,
237064716,PUT_4716_1601_7000,PUT,201601,7000,1033,1032.3,,36.3352,0.13,43,
239084716,PUT_4716_1603_4200,PUT,201603,4200,12.9,12.8,,36.3352,0.2573,106,
239064716,PUT_4716_1603_4400,PUT,201603,4400,23.6,23.5,,36.3352,0.2573,106,
239014716,PUT_4716_1603_4600,PUT,201603,4600,40.3,40.2,,36.3352,0.2573,106,
239024716,PUT_4716_1603_4800,PUT,201603,4800,65,64.8,,36.3352,0.2573,106,
239034716,PUT_4716_1603_5000,PUT,201603,5000,99.5,99.2,,36.3352,0.2573,106,
239044716,PUT_4716_1603_5500,PUT,201603,5500,237.5,237.4,,36.3352,0.2573,106,
239054716,PUT_4716_1603_6000,PUT,201603,6000,461,461,,36.3352,0.2573,106,
239074716,PUT_4716_1603_6500,PUT,201603,6500,768,767.9,,36.3352,0.2573,106,
239094716,PUT_4716_1603_7000,PUT,201603,7000,1144,1143.8,,36.3352,0.2573,106,
242014716,PUT_4716_1606_4600,PUT,201606,4600,127.5,127.2,,36.3352,0.2836,197,
242024716,PUT_4716_1606_4800,PUT,201606,4800,173.5,173.5,,36.3352,0.2836,197,
242034716,PUT_4716_1606_5000,PUT,201606,5000,230,229.8,,36.3352,0.2836,197,
242044716,PUT_4716_1606_5500,PUT,201606,5500,417,417,,36.3352,0.2836,197,
242054716,PUT_4716_1606_6000,PUT,201606,6000,671,670.6,,36.3352,0.2836,197,
242064716,PUT_4716_1606_6500,PUT,201606,6500,985.5,985.1,,36.3352,0.2836,197,
242074716,PUT_4716_1606_7000,PUT,201606,7000,1351,1350.7,,36.3352,0.2836,197,
236094739,PUT_4739_1512_2000,PUT,201512,2000,0.1,0,,30.45,0.1082,15,
236014739,PUT_4739_1512_2200,PUT,201512,2200,0.6,0.5,,30.45,0.1082,15,
236024739,PUT_4739_1512_2400,PUT,201512,2400,15.9,15.8,,30.45,0.1082,15,
236034739,PUT_4739_1512_2600,PUT,201512,2600,102,101.5,,30.45,0.1082,15,
236044739,PUT_4739_1512_2800,PUT,201512,2800,270,269.6,,30.45,0.1082,15,
236054739,PUT_4739_1512_3000,PUT,201512,3000,466.5,466,,30.45,0.1082,15,
236064739,PUT_4739_1512_3200,PUT,201512,3200,666,665.9,,30.45,0.1082,15,
236074739,PUT_4739_1512_3400,PUT,201512,3400,866,865.8,,30.45,0.1082,15,
236084739,PUT_4739_1512_3600,PUT,201512,3600,1066,1065.8,,30.45,0.1082,15,
237014739,PUT_4739_1601_2200,PUT,201601,2200,10,10,,30.45,0.13,43,
237024739,PUT_4739_1601_2400,PUT,201601,2400,49.3,49.3,,30.45,0.13,43,
237034739,PUT_4739_1601_2600,PUT,201601,2600,143,143,,30.45,0.13,43,
237044739,PUT_4739_1601_2800,PUT,201601,2800,291,290.9,,30.45,0.13,43,
237054739,PUT_4739_1601_3000,PUT,201601,3000,472.5,472,,30.45,0.13,43,
239094739,PUT_4739_1603_2000,PUT,201603,2000,12.2,12.2,,30.45,0.2573,106,
239084739,PUT_4739_1603_2200,PUT,201603,2200,41.4,41.3,,30.45,0.2573,106,
239014739,PUT_4739_1603_2400,PUT,201603,2400,102.5,102.3,,30.45,0.2573,106,
239024739,PUT_4739_1603_2600,PUT,201603,2600,202,201.8,,30.45,0.2573,106,
239034739,PUT_4739_1603_2800,PUT,201603,2800,337.5,337,,30.45,0.2573,106,
239044739,PUT_4739_1603_3000,PUT,201603,3000,500,499.7,,30.45,0.2573,106,
239054739,PUT_4739_1603_3200,PUT,201603,3200,680.5,680,,30.45,0.2573,106,
239064739,PUT_4739_1603_3400,PUT,201603,3400,871,870.5,,30.45,0.2573,106,
239074739,PUT_4739_1603_3600,PUT,201603,3600,1067,1066.2,,30.45,0.2573,106,
242014739,PUT_4739_1606_2200,PUT,201606,2200,91,90.9,,30.45,0.2836,197,
242024739,PUT_4739_1606_2400,PUT,201606,2400,169.5,169.5,,30.45,0.2836,197,
242034739,PUT_4739_1606_2600,PUT,201606,2600,277.5,277.3,,30.45,0.2836,197,
242044739,PUT_4739_1606_2800,PUT,201606,2800,411.5,411.4,,30.45,0.2836,197,
242054739,PUT_4739_1606_3000,PUT,201606,3000,567,566.5,,30.45,0.2836,197,
242064739,PUT_4739_1606_3200,PUT,201606,3200,737.5,737.3,,30.45,0.2836,197,
242074739,PUT_4739_1606_3400,PUT,201606,3400,919,919,,30.45,0.2836,197,
236084901,PUT_4901_1512_3800,PUT,201512,3800,0.1,0,,26.3946,0.1082,15,
236064901,PUT_4901_1512_4000,PUT,201512,4000,0.1,0,,26.3946,0.1082,15,
236014901,PUT_4901_1512_4200,PUT,201512,4200,0.1,0,,26.3946,0.1082,15,
236024901,PUT_4901_1512_4400,PUT,201512,4400,0.5,0.4,,26.3946,0.1082,15,
236034901,PUT_4901_1512_4600,PUT,201512,4600,4.5,4.5,,26.3946,0.1082,15,
236044901,PUT_4901_1512_4800,PUT,201512,4800,25.3,25.3,,26.3946,0.1082,15,
236054901,PUT_4901_1512_5000,PUT,201512,5000,75.5,75.3,,23.4709,0.1082,15,
236074901,PUT_4901_1512_5500,PUT,201512,5500,460,459.7,,22.8886,0.1082,15,
236094901,PUT_4901_1512_6000,PUT,201512,6000,957,956.7,,22.8886,0.1082,15,
237014901,PUT_4901_1601_4600,PUT,201601,4600,34.8,34.8,,26.2918,0.13,43,
237024901,PUT_4901_1601_4800,PUT,201601,4800,81.5,81.3,,26.2918,0.13,43,
237034901,PUT_4901_1601_5000,PUT,201601,5000,149,148.5,,24.6584,0.13,43,
237044901,PUT_4901_1601_5500,PUT,201601,5500,485,484.8,,22.9906,0.13,43,
237054901,PUT_4901_1601_6000,PUT,201601,6000,958.5,958.2,,22.9906,0.13,43,
239064901,PUT_4901_1603_3800,PUT,201603,3800,7.9,7.9,,28.1318,0.2573,106,
239014901,PUT_4901_1603_4000,PUT,201603,4000,18.5,18.4,,28.1318,0.2573,106,
239024901,PUT_4901_1603_4200,PUT,201603,4200,38.2,38.1,,28.1318,0.2573,106,
239034901,PUT_4901_1603_4400,PUT,201603,4400,71,71,,28.1318,0.2573,106,
239044901,PUT_4901_1603_4600,PUT,201603,4600,121,120.7,,28.1318,0.2573,106,
239054901,PUT_4901_1603_4800,PUT,201603,4800,190.5,190,,28.1318,0.2573,106,
239074901,PUT_4901_1603_5000,PUT,201603,5000,263,263,,26.4984,0.2573,106,
239084901,PUT_4901_1603_5500,PUT,201603,5500,564,563.5,,24.8306,0.2573,106,
239094901,PUT_4901_1603_6000,PUT,201603,6000,986.5,986.5,,24.8306,0.2573,106,
242014901,PUT_4901_1606_4200,PUT,201606,4200,109.5,109.1,,28.9218,0.2836,197,
242024901,PUT_4901_1606_4400,PUT,201606,4400,163,162.6,,28.9218,0.2836,197,
242034901,PUT_4901_1606_4600,PUT,201606,4600,231,230.9,,28.9218,0.2836,197,
242044901,PUT_4901_1606_4800,PUT,201606,4800,315,314.8,,28.9218,0.2836,197,
242054901,PUT_4901_1606_5000,PUT,201606,5000,390.5,390.3,,27.2884,0.2836,197,
242064901,PUT_4901_1606_5500,PUT,201606,5500,680,679.9,,25.6206,0.2836,197,
242074901,PUT_4901_1606_6000,PUT,201606,6000,1075,1074.6,,25.6206,0.2836,197,
236094902,PUT_4902_1512_1000,PUT,201512,1000,0.1,0,,34.75,0.1082,15,
236014902,PUT_4902_1512_1100,PUT,201512,1100,0.6,0.5,,34.75,0.1082,15,
236024902,PUT_4902_1512_1200,PUT,201512,1200,9.3,9.2,,34.75,0.1082,15,
236034902,PUT_4902_1512_1300,PUT,201512,1300,49.5,49.4,,34.75,0.1082,15,
236044902,PUT_4902_1512_1400,PUT,201512,1400,128.5,128.1,,34.75,0.1082,15,
236054902,PUT_4902_1512_1500,PUT,201512,1500,224.5,224.3,,34.75,0.1082,15,
236064902,PUT_4902_1512_1600,PUT,201512,1600,324,323.9,,34.75,0.1082,15,
236074902,PUT_4902_1512_1700,PUT,201512,1700,424,423.9,,34.75,0.1082,15,
236084902,PUT_4902_1512_1800,PUT,201512,1800,524,523.9,,34.75,0.1082,15,
237014902,PUT_4902_1601_1100,PUT,201601,1100,7.3,7.2,,34.75,0.13,43,
237024902,PUT_4902_1601_1200,PUT,201601,1200,28.5,28.4,,34.75,0.13,43,
237034902,PUT_4902_1601_1300,PUT,201601,1300,74,73.9,,34.75,0.13,43,
237044902,PUT_4902_1601_1400,PUT,201601,1400,144,143.7,,34.75,0.13,43,
237054902,PUT_4902_1601_1500,PUT,201601,1500,230.5,230.4,,34.75,0.13,43,
239094902,PUT_4902_1603_1000,PUT,201603,1000,9.5,9.5,,34.75,0.2573,106,
239084902,PUT_4902_1603_1100,PUT,201603,1100,26.8,26.8,,34.75,0.2573,106,
239064902,PUT_4902_1603_1200,PUT,201603,1200,59,58.9,,34.75,0.2573,106,
239014902,PUT_4902_1603_1300,PUT,201603,1300,108,108,,34.75,0.2573,106,
239024902,PUT_4902_1603_1400,PUT,201603,1400,173.5,173,,34.75,0.2573,106,
239034902,PUT_4902_1603_1500,PUT,201603,1500,251,250.8,,34.75,0.2573,106,
239044902,PUT_4902_1603_1600,PUT,201603,1600,338,337.6,,34.75,0.2573,106,
239054902,PUT_4902_1603_1700,PUT,201603,1700,430.5,430.3,,34.75,0.2573,106,
239074902,PUT_4902_1603_1800,PUT,201603,1800,526.5,526.4,,34.75,0.2573,106,
242074902,PUT_4902_1606_1000,PUT,201606,1000,27.9,27.9,,34.75,0.2836,197,
242014902,PUT_4902_1606_1100,PUT,201606,1100,55.5,55.5,,34.75,0.2836,197,
242024902,PUT_4902_1606_1200,PUT,201606,1200,96,95.9,,34.75,0.2836,197,
242034902,PUT_4902_1606_1300,PUT,201606,1300,149.5,149.3,,34.75,0.2836,197,
242044902,PUT_4902_1606_1400,PUT,201606,1400,214.5,214.2,,34.75,0.2836,197,
242054902,PUT_4902_1606_1500,PUT,201606,1500,289,288.8,,34.75,0.2836,197,
242064902,PUT_4902_1606_1600,PUT,201606,1600,371.5,371,,34.75,0.2836,197,
236064911,PUT_4911_1512_1900,PUT,201512,1900,0.1,0,,33.0347,0.1082,15,
236014911,PUT_4911_1512_2000,PUT,201512,2000,0.1,0,,33.0347,0.1082,15,
236024911,PUT_4911_1512_2200,PUT,201512,2200,0.1,0,,33.0347,0.1082,15,
236034911,PUT_4911_1512_2400,PUT,201512,2400,0.1,0,,33.0347,0.1082,15,
236044911,PUT_4911_1512_2600,PUT,201512,2600,1.6,1.5,,33.0347,0.1082,15,
236054911,PUT_4911_1512_2800,PUT,201512,2800,19.2,19.1,,33.0347,0.1082,15,
236074911,PUT_4911_1512_3000,PUT,201512,3000,91,90.9,,32.3418,0.1082,15,
236084911,PUT_4911_1512_3200,PUT,201512,3200,239.5,239.4,,33.3746,0.1082,15,
236094911,PUT_4911_1512_3400,PUT,201512,3400,426.5,426.3,,33.3746,0.1082,15,
236104911,PUT_4911_1512_3600,PUT,201512,3600,624.5,624.5,,33.3746,0.1082,15,
236114911,PUT_4911_1512_3800,PUT,201512,3800,824.5,824.3,,33.3746,0.1082,15,
237014911,PUT_4911_1601_2400,PUT,201601,2400,2.8,2.7,,31.4954,0.13,43,
237024911,PUT_4911_1601_2600,PUT,201601,2600,16.3,16.2,,31.4954,0.13,43,
237034911,PUT_4911_1601_2800,PUT,201601,2800,58.5,58.5,,31.4954,0.13,43,
237044911,PUT_4911_1601_3000,PUT,201601,3000,145,144.7,,31.1039,0.13,43,
237054911,PUT_4911_1601_3200,PUT,201601,3200,282.5,282.4,,31.8152,0.13,43,
237064911,PUT_4911_1601_3400,PUT,201601,3400,451.5,451.5,,31.8152,0.13,43,
239114911,PUT_4911_1603_1900,PUT,201603,1900,1.2,1.1,,34.1954,0.2573,106,
239104911,PUT_4911_1603_2000,PUT,201603,2000,2.6,2.6,,34.1954,0.2573,106,
239064911,PUT_4911_1603_2200,PUT,201603,2200,10.3,10.3,,34.1954,0.2573,106,
239014911,PUT_4911_1603_2400,PUT,201603,2400,30.3,30.3,,34.1954,0.2573,106,
239024911,PUT_4911_1603_2600,PUT,201603,2600,71,70.7,,34.1954,0.2573,106,
239034911,PUT_4911_1603_2800,PUT,201603,2800,138.5,138.2,,34.1954,0.2573,106,
239044911,PUT_4911_1603_3000,PUT,201603,3000,233,232.9,,33.8039,0.2573,106,
239054911,PUT_4911_1603_3200,PUT,201603,3200,363,362.8,,34.5152,0.2573,106,
239074911,PUT_4911_1603_3400,PUT,201603,3400,512,511.8,,34.5152,0.2573,106,
239084911,PUT_4911_1603_3600,PUT,201603,3600,679,678.7,,34.5152,0.2573,106,
239094911,PUT_4911_1603_3800,PUT,201603,3800,858.5,858.3,,34.5152,0.2573,106,
242014911,PUT_4911_1606_2200,PUT,201606,2200,40.5,40.5,,35.3554,0.2836,197,
242024911,PUT_4911_1606_2400,PUT,201606,2400,80,79.9,,35.3554,0.2836,197,
242034911,PUT_4911_1606_2600,PUT,201606,2600,139.5,139.2,,35.3554,0.2836,197,
242044911,PUT_4911_1606_2800,PUT,201606,2800,220.5,220.4,,35.3554,0.2836,197,
242054911,PUT_4911_1606_3000,PUT,201606,3000,320,319.8,,34.9639,0.2836,197,
242064911,PUT_4911_1606_3200,PUT,201606,3200,449,448.8,,35.6752,0.2836,197,
242074911,PUT_4911_1606_3400,PUT,201606,3400,589.5,589,,35.6752,0.2836,197,
236015012,PUT_5012_1512_950,PUT,201512,950,0.1,0,,33.33,0.1082,15,
236025012,PUT_5012_1512_1000,PUT,201512,1000,0.1,0,,33.33,0.1082,15,
236035012,PUT_5012_1512_1100,PUT,201512,1100,1.5,1.4,,33.33,0.1082,15,
236045012,PUT_5012_1512_1200,PUT,201512,1200,18.6,18.5,,33.33,0.1082,15,
236055012,PUT_5012_1512_1300,PUT,201512,1300,77,76.8,,33.33,0.1082,15,
236065012,PUT_5012_1512_1400,PUT,201512,1400,167.5,167,,33.33,0.1082,15,
236075012,PUT_5012_1512_1500,PUT,201512,1500,266,266,,33.33,0.1082,15,
237065012,PUT_5012_1601_1000,PUT,201601,1000,2.3,2.3,,33.33,0.13,43,
237015012,PUT_5012_1601_1100,PUT,201601,1100,14.1,14,,33.33,0.13,43,
237025012,PUT_5012_1601_1200,PUT,201601,1200,47.9,47.8,,33.33,0.13,43,
237035012,PUT_5012_1601_1300,PUT,201601,1300,109.5,109.4,,33.33,0.13,43,
237045012,PUT_5012_1601_1400,PUT,201601,1400,193,192.5,,33.33,0.13,43,
237055012,PUT_5012_1601_1500,PUT,201601,1500,287,286.8,,33.33,0.13,43,
